City,State,Housing type,Project,Units,Sq. ft. per unit,Neighborhood,Neighborhood median income,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Indianapolis,IN,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.72,2.36,3.07,2.36–3.07,0.89,0.63,1.15,0.63–1.15,19
San Diego,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.71,2.43,3,2.43–3,0.65,0.54,0.77,0.54–0.77,20
Washington,DC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.69,2.1,3.28,2.1–3.28,0.79,0.52,1.06,0.52–1.06,21
Phoenix,AZ,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.68,2.47,2.88,2.47–2.88,0.49,0.41,0.58,0.41–0.58,22
Houston,TX,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.62,2.47,2.76,2.47–2.76,0.51,0.44,0.57,0.44–0.57,23
Grand Rapids,MI,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.56,2.12,3,2.12–3,0.31,0.17,0.44,0.17–0.44,24
Louisville,KY,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.43,2.15,2.71,2.15–2.71,0.73,0.59,0.87,0.59–0.87,25
Atlanta,GA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.39,2.04,2.75,2.04–2.75,0.23,0.16,0.3,0.16–0.3,26
Columbus,OH,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.39,2.15,2.62,2.15–2.62,0.45,0.38,0.52,0.38–0.52,27
Reno,NV,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.36,2,2.71,2–2.71,0.41,0.2,0.63,0.2–0.63,28
Kansas City,MO,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.32,1.98,2.66,1.98–2.66,0.31,0.17,0.44,0.17–0.44,29
Fort Worth,TX,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.25,2.14,2.36,2.14–2.36,0.41,0.35,0.47,0.35–0.47,30
Cincinnati,OH,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.21,1.74,2.69,1.74–2.69,0.35,0.19,0.5,0.19–0.5,31
Raleigh,NC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.2,1.97,2.42,1.97–2.42,0.36,0.26,0.45,0.26–0.45,32
Boise,ID,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.08,1.69,2.48,1.69–2.48,0.34,0.24,0.44,0.24–0.44,33
Sioux Falls,SD,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.06,1.63,2.49,1.63–2.49,0.21,0.12,0.31,0.12–0.31,34
Jacksonville,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"Low-density suburb (1,000/sq. mi.)","$120,000",2.01,1.83,2.2,1.83–2.2,0.32,0.26,0.38,0.26–0.38,35
Baton Rouge,LA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",6.92,4.49,9.35,4.49–9.35,2.08,1.1,3.06,1.1–3.06,1
Honolulu,HI,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",6.69,5.53,7.84,5.53–7.84,2.66,2.17,3.16,2.17–3.16,2
New York,NY,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",5.93,5.63,6.23,5.63–6.23,1.49,1.34,1.64,1.34–1.64,3
Charleston,SC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",5.74,4.12,7.35,4.12–7.35,4.75,2.46,7.05,2.46–7.05,4
San Francisco,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",5.2,4.72,5.69,4.72–5.69,1.09,0.87,1.3,0.87–1.3,5
Los Angeles,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.64,4.38,4.9,4.38–4.9,1.54,1.41,1.68,1.41–1.68,6
Boston,MA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.38,3.82,4.95,3.82–4.95,1.66,1.3,2.02,1.3–2.02,7
Oakland,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.26,3.54,4.97,3.54–4.97,1.06,0.77,1.35,0.77–1.35,8
Seattle,WA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",4.04,3.64,4.45,3.64–4.45,1.16,0.99,1.32,0.99–1.32,9
Spokane,WA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.8,2.28,5.32,2.28–5.32,0.23,0.15,0.31,0.15–0.31,10
Philadelphia,PA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.6,3.2,4,3.2–4,0.38,0.3,0.46,0.3–0.46,11
Miami,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.6,3.07,4.13,3.07–4.13,1.79,1.28,2.29,1.28–2.29,12
San Diego,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.42,3.09,3.75,3.09–3.75,1.08,0.92,1.25,0.92–1.25,13
Sacramento,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.42,2.8,4.04,2.8–4.04,1.08,0.75,1.41,0.75–1.41,14
Orlando,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.37,3.1,3.65,3.1–3.65,1.03,0.88,1.18,0.88–1.18,15
Austin,TX,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.31,3.16,3.45,3.16–3.45,1,0.91,1.09,0.91–1.09,16
Colorado Springs,CO,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.3,2.91,3.68,2.91–3.68,0.67,0.54,0.79,0.54–0.79,17
Durham,NC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.26,2.85,3.67,2.85–3.67,0.51,0.39,0.64,0.39–0.64,18
Louisville,KY,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.16,2.77,3.55,2.77–3.55,0.98,0.77,1.2,0.77–1.2,19
Nashville,TN,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.12,2.68,3.56,2.68–3.56,0.99,0.65,1.33,0.65–1.33,20
Tulsa,OK,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.08,2.21,3.95,2.21–3.95,0.64,0.33,0.95,0.33–0.95,21
Portland,OR,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",3.02,2.77,3.27,2.77–3.27,1,0.87,1.13,0.87–1.13,22
Jersey City,NJ,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.89,2.23,3.54,2.23–3.54,0.32,0.11,0.52,0.11–0.52,23
Denver,CO,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.84,2.67,3.01,2.67–3.01,0.7,0.6,0.8,0.6–0.8,24
Washington,DC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.74,2.35,3.13,2.35–3.13,0.81,0.62,0.99,0.62–0.99,25
Tampa,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.67,2.26,3.09,2.26–3.09,0.5,0.37,0.63,0.37–0.63,26
Cleveland,OH,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.57,2.13,3.01,2.13–3.01,0.78,0.57,0.99,0.57–0.99,27
Cincinnati,OH,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.53,2.07,2.98,2.07–2.98,0.45,0.27,0.62,0.27–0.62,28
Fort Worth,TX,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.52,2.41,2.63,2.41–2.63,0.54,0.46,0.62,0.46–0.62,29
Houston,TX,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.5,2.38,2.63,2.38–2.63,0.52,0.46,0.58,0.46–0.58,30
Columbus,OH,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.5,2.29,2.71,2.29–2.71,0.42,0.37,0.47,0.37–0.47,31
Jacksonville,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.47,2.27,2.67,2.27–2.67,0.47,0.41,0.54,0.41–0.54,32
Kansas City,MO,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.37,2.04,2.71,2.04–2.71,0.18,0.1,0.25,0.1–0.25,33
Reno,NV,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.27,1.97,2.57,1.97–2.57,0.5,0.29,0.72,0.29–0.72,34
Phoenix,AZ,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.26,2.06,2.46,2.06–2.46,0.34,0.27,0.4,0.27–0.4,35
Atlanta,GA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.26,2.02,2.49,2.02–2.49,0.21,0.17,0.26,0.17–0.26,36
Grand Rapids,MI,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.14,1.89,2.39,1.89–2.39,0.4,0.27,0.52,0.27–0.52,37
Indianapolis,IN,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.12,1.95,2.29,1.95–2.29,0.41,0.34,0.49,0.34–0.49,38
Raleigh,NC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.04,1.84,2.24,1.84–2.24,0.37,0.28,0.47,0.28–0.47,39
Sioux Falls,SD,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",2.03,1.62,2.44,1.62–2.44,0.33,0.23,0.43,0.23–0.43,40
Boise,ID,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.92,1.58,2.27,1.58–2.27,0.36,0.27,0.45,0.27–0.45,41
St. Paul,MN,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$50,000",1.91,1.47,2.35,1.47–2.35,0.28,0.18,0.37,0.18–0.37,42
New York,NY,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",6.14,5.84,6.44,5.84–6.44,1.5,1.36,1.65,1.36–1.65,1
Charleston,SC,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",5.58,4.06,7.09,4.06–7.09,3.64,2.35,4.92,2.35–4.92,2
Honolulu,HI,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",5.41,4.58,6.24,4.58–6.24,2.47,2.04,2.89,2.04–2.89,3
San Francisco,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",5.3,4.84,5.76,4.84–5.76,1.11,0.9,1.32,0.9–1.32,4
Los Angeles,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.81,4.56,5.06,4.56–5.06,1.59,1.46,1.72,1.46–1.72,5
Boston,MA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.44,3.85,5.04,3.85–5.04,1.72,1.34,2.1,1.34–2.1,6
Miami,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.13,3.51,4.76,3.51–4.76,1.87,1.28,2.45,1.28–2.45,7
Oakland,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4.06,3.39,4.72,3.39–4.72,0.94,0.72,1.17,0.72–1.17,8
Seattle,WA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",4,3.61,4.39,3.61–4.39,1.17,1.02,1.32,1.02–1.32,9
Spokane,WA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.74,2.12,5.35,2.12–5.35,0.19,0.12,0.27,0.12–0.27,10
Philadelphia,PA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.7,3.3,4.1,3.3–4.1,0.37,0.3,0.44,0.3–0.44,11
Nashville,TN,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.49,2.97,4.01,2.97–4.01,1.1,0.68,1.52,0.68–1.52,12
Orlando,FL,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.41,3.09,3.74,3.09–3.74,1.02,0.84,1.21,0.84–1.21,13
Austin,TX,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.33,3.19,3.47,3.19–3.47,1,0.92,1.09,0.92–1.09,14
Sacramento,CA,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.22,2.58,3.86,2.58–3.86,0.93,0.62,1.24,0.62–1.24,15
Colorado Springs,CO,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.18,2.87,3.48,2.87–3.48,0.6,0.5,0.69,0.5–0.69,16
Portland,OR,Multifamily,"150 units, 1,500 sq. ft. each",150,1500,"City neighborhood (4,000/sq. mi.)","$80,000",3.17,2.9,3.44,2.9–3.44,1.02,0.88,1.15,0.88–1.15,17
