City,State,Housing type,Project,Units,Sq. ft. per unit,Neighborhood,Total duration (years),Total duration low,Total duration high,Total duration 95% CI,Permitting duration (years),Permitting low,Permitting high,Permitting 95% CI,Rank (longest first)
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",2.11,1.87,2.34,1.87–2.34,0.45,0.37,0.54,0.37–0.54,29
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",2.11,1.82,2.4,1.82–2.4,0.3,0.19,0.41,0.19–0.41,30
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",2.07,1.79,2.35,1.79–2.35,0.34,0.24,0.44,0.24–0.44,31
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",2.05,1.57,2.52,1.57–2.52,0.47,0.26,0.67,0.26–0.67,32
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",2.05,1.91,2.18,1.91–2.18,0.24,0.18,0.29,0.18–0.29,33
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",2.03,1.92,2.14,1.92–2.14,0.43,0.39,0.47,0.39–0.47,34
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.97,1.78,2.16,1.78–2.16,0.64,0.52,0.76,0.52–0.76,35
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.96,1.88,2.03,1.88–2.03,0.3,0.26,0.33,0.26–0.33,36
Cincinnati,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.93,1.45,2.42,1.45–2.42,0.4,0.19,0.61,0.19–0.61,37
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.88,1.62,2.15,1.62–2.15,0.36,0.26,0.46,0.26–0.46,38
Louisville,KY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.86,1.71,2,1.71–2,0.51,0.45,0.57,0.45–0.57,39
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.85,1.72,1.99,1.72–1.99,0.29,0.21,0.37,0.21–0.37,40
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.71,1.61,1.81,1.61–1.81,0.35,0.31,0.38,0.31–0.38,41
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Low-density suburb (1,000/sq. mi.)",1.63,1.47,1.78,1.47–1.78,0.25,0.19,0.31,0.19–0.31,42
New York,NY,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",5.01,4.8,5.22,4.8–5.22,1.4,1.28,1.53,1.28–1.53,1
San Francisco,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",4.95,4.49,5.41,4.49–5.41,1.24,1.02,1.46,1.02–1.46,2
Oakland,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",4.71,4.19,5.22,4.19–5.22,1.24,0.89,1.59,0.89–1.59,3
Miami,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",4.6,3.84,5.35,3.84–5.35,1.77,1.22,2.32,1.22–2.32,4
Baton Rouge,LA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",4.58,3.18,5.98,3.18–5.98,1.09,0.65,1.54,0.65–1.54,5
Los Angeles,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",4.2,4.01,4.38,4.01–4.38,1.6,1.49,1.71,1.49–1.71,6
Boston,MA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",4.13,3.66,4.6,3.66–4.6,1.79,1.46,2.12,1.46–2.12,7
Honolulu,HI,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",3.73,3.31,4.15,3.31–4.15,1.56,1.35,1.77,1.35–1.77,8
Seattle,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",3.55,3.3,3.8,3.3–3.8,1.08,0.97,1.18,0.97–1.18,9
Philadelphia,PA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",3.31,2.96,3.66,2.96–3.66,0.32,0.26,0.39,0.26–0.39,10
Sacramento,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",3.18,2.82,3.54,2.82–3.54,0.96,0.78,1.14,0.78–1.14,11
Charleston,SC,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.98,2.59,3.37,2.59–3.37,0.51,0.29,0.72,0.29–0.72,12
Jersey City,NJ,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.87,2.24,3.51,2.24–3.51,0.32,0.11,0.52,0.11–0.52,13
Durham,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.85,2.5,3.2,2.5–3.2,0.41,0.33,0.5,0.33–0.5,14
San Diego,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.82,2.64,3,2.64–3,0.79,0.71,0.87,0.71–0.87,15
Washington,DC,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.82,2.49,3.15,2.49–3.15,0.79,0.64,0.95,0.64–0.95,16
Austin,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.74,2.66,2.82,2.66–2.82,0.85,0.8,0.9,0.8–0.9,17
Tulsa,OK,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.7,2.17,3.23,2.17–3.23,0.74,0.43,1.05,0.43–1.05,18
Denver,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.69,2.56,2.81,2.56–2.81,0.63,0.56,0.69,0.56–0.69,19
Spokane,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.64,1.89,3.38,1.89–3.38,0.22,0.16,0.28,0.16–0.28,20
Houston,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.63,2.56,2.7,2.56–2.7,0.6,0.56,0.64,0.56–0.64,21
Portland,OR,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.46,2.37,2.56,2.37–2.56,0.9,0.84,0.95,0.84–0.95,22
Nashville,TN,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.4,2.15,2.65,2.15–2.65,0.63,0.46,0.81,0.46–0.81,23
Boulder,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.4,2.05,2.74,2.05–2.74,0.65,0.38,0.92,0.38–0.92,24
Orlando,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.4,2.18,2.61,2.18–2.61,0.6,0.5,0.71,0.5–0.71,25
Tampa,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.25,1.85,2.66,1.85–2.66,0.52,0.4,0.63,0.4–0.63,26
Phoenix,AZ,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.25,2.1,2.41,2.1–2.41,0.56,0.48,0.63,0.48–0.63,27
Anaheim,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.21,1.82,2.59,1.82–2.59,0.79,0.49,1.1,0.49–1.1,28
Cincinnati,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.2,1.62,2.78,1.62–2.78,0.56,0.3,0.82,0.3–0.82,29
Louisville,KY,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.17,1.95,2.39,1.95–2.39,0.56,0.46,0.65,0.46–0.65,30
Sioux Falls,SD,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.08,1.82,2.34,1.82–2.34,0.23,0.18,0.28,0.18–0.28,31
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.06,1.76,2.36,1.76–2.36,0.51,0.38,0.64,0.38–0.64,32
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",2.03,1.83,2.24,1.83–2.24,0.19,0.13,0.25,0.13–0.25,33
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.97,1.8,2.15,1.8–2.15,0.35,0.28,0.41,0.28–0.41,34
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.97,1.9,2.04,1.9–2.04,0.3,0.26,0.34,0.26–0.34,35
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.96,1.84,2.08,1.84–2.08,0.41,0.36,0.46,0.36–0.46,36
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.96,1.71,2.21,1.71–2.21,0.47,0.37,0.57,0.37–0.57,37
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.91,1.64,2.17,1.64–2.17,0.37,0.27,0.46,0.27–0.46,38
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.9,1.81,2,1.81–2,0.36,0.34,0.39,0.34–0.39,39
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.89,1.74,2.03,1.74–2.03,0.3,0.22,0.38,0.22–0.38,40
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.88,1.73,2.02,1.73–2.02,0.51,0.42,0.59,0.42–0.59,41
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.76,1.61,1.91,1.61–1.91,0.22,0.16,0.29,0.16–0.29,42
St. Paul,MN,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.74,1.26,2.22,1.26–2.22,0.29,0.18,0.4,0.18–0.4,43
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"City neighborhood (4,000/sq. mi.)",1.65,1.49,1.81,1.49–1.81,0.27,0.21,0.33,0.21–0.33,44
Miami,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",4.97,4.36,5.58,4.36–5.58,1.86,1.35,2.36,1.35–2.36,1
New York,NY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",4.97,4.8,5.13,4.8–5.13,1.34,1.25,1.43,1.25–1.43,2
San Francisco,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",4.77,4.39,5.15,4.39–5.15,1.28,1.09,1.46,1.09–1.46,3
Boston,MA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",4.39,3.96,4.82,3.96–4.82,1.95,1.64,2.27,1.64–2.27,4
Los Angeles,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",4.27,4.12,4.42,4.12–4.42,1.53,1.44,1.61,1.44–1.61,5
Oakland,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",4.13,3.63,4.62,3.63–4.62,1.02,0.78,1.26,0.78–1.26,6
Honolulu,HI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",3.57,3.11,4.03,3.11–4.03,1.66,1.4,1.92,1.4–1.92,7
Seattle,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",3.49,3.33,3.65,3.33–3.65,1.08,1.01,1.15,1.01–1.15,8
Philadelphia,PA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",3.31,3.07,3.56,3.07–3.56,0.32,0.28,0.36,0.28–0.36,9
Sacramento,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",3.13,2.79,3.48,2.79–3.48,0.92,0.75,1.09,0.75–1.09,10
Jersey City,NJ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.99,2.57,3.4,2.57–3.4,0.34,0.21,0.48,0.21–0.48,11
San Diego,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.91,2.72,3.1,2.72–3.1,0.86,0.79,0.94,0.79–0.94,12
Durham,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.87,2.38,3.36,2.38–3.36,0.33,0.25,0.41,0.25–0.41,13
Washington,DC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.85,2.64,3.06,2.64–3.06,0.8,0.7,0.89,0.7–0.89,14
Austin,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.82,2.72,2.92,2.72–2.92,0.85,0.78,0.91,0.78–0.91,15
Spokane,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.78,2.18,3.37,2.18–3.37,0.17,0.12,0.22,0.12–0.22,16
Houston,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.74,2.66,2.82,2.66–2.82,0.69,0.64,0.74,0.64–0.74,17
Denver,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.69,2.56,2.81,2.56–2.81,0.64,0.58,0.71,0.58–0.71,18
Boulder,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.47,2.03,2.9,2.03–2.9,0.64,0.36,0.91,0.36–0.91,19
Louisville,KY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.41,2.06,2.76,2.06–2.76,0.6,0.45,0.74,0.45–0.74,20
Portland,OR,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.4,2.29,2.51,2.29–2.51,0.88,0.82,0.94,0.82–0.94,21
Cincinnati,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.4,1.68,3.11,1.68–3.11,0.69,0.35,1.04,0.35–1.04,22
Nashville,TN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.38,2.04,2.71,2.04–2.71,0.56,0.36,0.77,0.36–0.77,23
Phoenix,AZ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.18,1.99,2.36,1.99–2.36,0.52,0.43,0.6,0.43–0.6,24
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.14,1.99,2.29,1.99–2.29,0.46,0.4,0.52,0.4–0.52,25
Orlando,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.12,1.91,2.34,1.91–2.34,0.48,0.39,0.58,0.39–0.58,26
Tampa,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.12,1.57,2.67,1.57–2.67,0.53,0.36,0.71,0.36–0.71,27
Anaheim,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.12,1.67,2.57,1.67–2.57,0.62,0.34,0.9,0.34–0.9,28
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.07,1.71,2.43,1.71–2.43,0.55,0.4,0.7,0.4–0.7,29
Sioux Falls,SD,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.04,1.76,2.32,1.76–2.32,0.21,0.15,0.27,0.15–0.27,30
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",2.03,1.74,2.31,1.74–2.31,0.16,0.09,0.23,0.09–0.23,31
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.98,1.88,2.08,1.88–2.08,0.3,0.25,0.35,0.25–0.35,32
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.92,1.63,2.21,1.63–2.21,0.37,0.28,0.47,0.28–0.47,33
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.91,1.74,2.09,1.74–2.09,0.35,0.28,0.41,0.28–0.41,34
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.87,1.59,2.14,1.59–2.14,0.48,0.35,0.61,0.35–0.61,35
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.82,1.7,1.94,1.7–1.94,0.33,0.3,0.36,0.3–0.36,36
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.82,1.58,2.05,1.58–2.05,0.43,0.32,0.55,0.32–0.55,37
St. Paul,MN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.8,1.23,2.36,1.23–2.36,0.22,0.13,0.31,0.13–0.31,38
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.75,1.53,1.98,1.53–1.98,0.3,0.18,0.43,0.18–0.43,39
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.71,1.54,1.87,1.54–1.87,0.19,0.13,0.24,0.13–0.24,40
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Dense city neighborhood (10,000/sq. mi.)",1.67,1.48,1.86,1.48–1.86,0.28,0.21,0.34,0.21–0.34,41
Miami,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",5.37,4.57,6.18,4.57–6.18,1.95,1.29,2.6,1.29–2.6,1
New York,NY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",4.92,4.78,5.06,4.78–5.06,1.29,1.22,1.35,1.22–1.35,2
Boston,MA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",4.66,4.2,5.12,4.2–5.12,2.13,1.79,2.47,1.79–2.47,3
San Francisco,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",4.6,4.26,4.95,4.26–4.95,1.32,1.15,1.48,1.15–1.48,4
Los Angeles,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",4.34,4.18,4.5,4.18–4.5,1.45,1.37,1.54,1.37–1.54,5
Oakland,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3.62,3.03,4.2,3.03–4.2,0.85,0.62,1.08,0.62–1.08,6
Seattle,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3.44,3.27,3.6,3.27–3.6,1.09,1.01,1.16,1.01–1.16,7
Honolulu,HI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3.42,2.9,3.94,2.9–3.94,1.77,1.44,2.09,1.44–2.09,8
Philadelphia,PA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3.32,3.09,3.55,3.09–3.55,0.31,0.28,0.35,0.28–0.35,9
Jersey City,NJ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3.1,2.79,3.41,2.79–3.41,0.37,0.27,0.47,0.27–0.47,10
Sacramento,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3.09,2.74,3.44,2.74–3.44,0.89,0.72,1.06,0.72–1.06,11
San Diego,CA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",3,2.76,3.24,2.76–3.24,0.94,0.84,1.05,0.84–1.05,12
Spokane,WA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.92,2.15,3.69,2.15–3.69,0.13,0.08,0.17,0.08–0.17,13
Austin,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.9,2.77,3.03,2.77–3.03,0.84,0.76,0.92,0.76–0.92,14
Durham,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.89,2.23,3.54,2.23–3.54,0.27,0.18,0.36,0.18–0.36,15
Washington,DC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.88,2.68,3.08,2.68–3.08,0.8,0.7,0.89,0.7–0.89,16
Houston,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.85,2.73,2.97,2.73–2.97,0.79,0.72,0.87,0.72–0.87,17
Denver,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.68,2.55,2.81,2.55–2.81,0.66,0.59,0.74,0.59–0.74,18
Louisville,KY,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.67,2.14,3.19,2.14–3.19,0.63,0.43,0.83,0.43–0.83,19
Boulder,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.54,1.99,3.08,1.99–3.08,0.62,0.33,0.91,0.33–0.91,20
Nashville,TN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.35,1.92,2.79,1.92–2.79,0.5,0.26,0.74,0.26–0.74,21
Jacksonville,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.34,2.14,2.54,2.14–2.54,0.51,0.43,0.6,0.43–0.6,22
Portland,OR,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.33,2.2,2.47,2.2–2.47,0.87,0.8,0.94,0.8–0.94,23
Phoenix,AZ,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.1,1.88,2.32,1.88–2.32,0.48,0.38,0.57,0.38–0.57,24
Cleveland,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.08,1.55,2.6,1.55–2.6,0.58,0.35,0.82,0.35–0.82,25
Kansas City,MO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2.02,1.65,2.39,1.65–2.39,0.14,0.06,0.21,0.06–0.21,26
Sioux Falls,SD,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",2,1.68,2.32,1.68–2.32,0.19,0.13,0.25,0.13–0.25,27
Fort Worth,TX,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.98,1.84,2.12,1.84–2.12,0.3,0.24,0.36,0.24–0.36,28
Colorado Springs,CO,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.94,1.62,2.25,1.62–2.25,0.38,0.27,0.48,0.27–0.48,29
Orlando,FL,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.88,1.67,2.1,1.67–2.1,0.38,0.3,0.47,0.3–0.47,30
Atlanta,GA,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.86,1.64,2.07,1.64–2.07,0.35,0.26,0.44,0.26–0.44,31
St. Paul,MN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.85,1.02,2.69,1.02–2.69,0.17,0.06,0.28,0.06–0.28,32
Boise,ID,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.78,1.48,2.07,1.48–2.07,0.49,0.33,0.66,0.33–0.66,33
Indianapolis,IN,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.76,1.41,2.1,1.41–2.1,0.37,0.24,0.51,0.24–0.51,34
Columbus,OH,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.74,1.58,1.9,1.58–1.9,0.29,0.25,0.33,0.25–0.33,35
Raleigh,NC,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.69,1.46,1.92,1.46–1.92,0.29,0.2,0.37,0.2–0.37,36
Reno,NV,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.65,1.46,1.84,1.46–1.84,0.16,0.1,0.21,0.1–0.21,37
Grand Rapids,MI,Multifamily,"50 units, 700 sq. ft. each",50,700,"Urban core (25,000/sq. mi.)",1.63,1.29,1.96,1.29–1.96,0.3,0.12,0.49,0.12–0.49,38
Oakland,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)",5.54,4.75,6.33,4.75–6.33,1.48,0.9,2.07,0.9–2.07,1
San Francisco,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)",5.28,4.68,5.87,4.68–5.87,1.2,0.91,1.49,0.91–1.49,2
New York,NY,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)",5.22,4.92,5.52,4.92–5.52,1.51,1.32,1.7,1.32–1.7,3
Baton Rouge,LA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)",4.39,2.79,5.98,2.79–5.98,0.85,0.47,1.23,0.47–1.23,4
Los Angeles,CA,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)",4.2,3.94,4.47,3.94–4.47,1.7,1.54,1.86,1.54–1.86,5
Honolulu,HI,Multifamily,"50 units, 900 sq. ft. each",50,900,"Low-density suburb (1,000/sq. mi.)",4.09,3.67,4.51,3.67–4.51,1.48,1.31,1.65,1.31–1.65,6
